,doi,title,journal,year,vol,issue,document_type,authors,url,keywords,authors_l,title_l,journal_l,keywords_l
192,10.7189/jogh.08.020411,Medical research productivity in the Arab countries: 2007-2016 bibliometric analysis,Journal of Global Health,2018,8,2,Article,"El Rassi, Rola; Meho, Lokman I; Nahlawi, Acile; Salameh, Johnny S; Bazarbachi, Ali; Akl, Elie A",https://app.dimensions.ai/details/publication/pub.1109771648,1608 Sociology; 16 Studies in Human Society,"rola el rassi, lokman i meho, acile nahlawi, johnny s salameh, ali bazarbachi, elie a akl",medical research productivity in the arab countries 2007 2016 bibliometric analysis,journal of global health,"16 studies in human society, 1608 sociology"
193,10.5811/westjem.2018.9.38213,Measuring Scholarly Productivity: A Primer for Junior Faculty. Part III: Understanding Publication Metrics,Western Journal of Emergency Medicine,2018,19,6,Article,"Murphy, Linda S; Kraus, Chadd K; Lotfipour, Shahram; Gottlieb, Michael; Langabeer, James R; Langdorf, Mark I",https://app.dimensions.ai/details/publication/pub.1107980294,17 Psychology and Cognitive Sciences; 1701 Psychology,"linda s murphy, chadd k kraus, shahram lotfipour, michael gottlieb, james r langabeer, mark i langdorf",measuring scholarly productivity a primer for junior faculty part iii understanding publication metrics,western journal of emergency medicine,"17 psychology and cognitive sciences, 1701 psychology"
194,10.1007/s11192-018-2941-1,A bibliometric method for assessing technological maturity: the case of additive manufacturing,Scientometrics,2018,117,3,Article,"Lezama-Nicolás, René; Rodríguez-Salvador, Marisela; Río-Belver, Rosa; Bildosola, Iñaki",https://app.dimensions.ai/details/publication/pub.1107967527,1605 Policy and Administration; 16 Studies in Human Society; 0807 Library and Information Studies; 08 Information and Computing Sciences,"rene lezama-nicolas, marisela rodriguez-salvador, rosa rio-belver, inaki bildosola",a bibliometric method for assessing technological maturity the case of additive manufacturing,scientometrics,"08 information and computing sciences, 0807 library and information studies, 16 studies in human society, 1605 policy and administration"
195,10.12688/f1000research.16358.1,Three more steps toward better science,F1000Research,2018,7,0,Article,"Perezgonzalez, Jose D.",https://app.dimensions.ai/details/publication/pub.1107951583,01 Mathematical Sciences; 0104 Statistics,jose d. perezgonzalez,three more steps toward better science,f1000research,"01 mathematical sciences, 0104 statistics"
196,10.1177/1049909118806461,Findings From a Thematic Synthesis of Key Messages From a Palliative Care Research Network: The KINDLE Project,American Journal of Hospice and Palliative Medicine®,2019,36,3,Article,"Nicholson, Emma; Murphy, Tara; Larkin, Philip; Normand, Charles; Guerin, Suzanne",https://app.dimensions.ai/details/publication/pub.1107873971,1117 Public Health and Health Services; 11 Medical and Health Sciences,"emma nicholson, tara murphy, philip larkin, charles normand, suzanne guerin",findings from a thematic synthesis of key messages from a palliative care research network the kindle project,american journal of hospice and palliative medicine,"11 medical and health sciences, 1117 public health and health services"
197,10.1097/acm.0000000000002496,The Social Media Editor at Medical Journals,Academic Medicine,2019,Publish Ahead of Print,&NA;,Article,"Lopez, Melany; Chan, Teresa M.; Thoma, Brent; Arora, Vineet M.; Trueger, N. Seth",https://app.dimensions.ai/details/publication/pub.1107681988,1302 Curriculum and Pedagogy; 13 Education,"melany lopez, teresa m. chan, brent thoma, vineet m. arora, n. seth trueger",the social media editor at medical journals,academic medicine,"13 education, 1302 curriculum and pedagogy"
198,10.1016/j.ejso.2018.10.054,Numbers needed to tweet: Social media and surgery,European Journal of Surgical Oncology,2019,45,Br J Surg 104 2017,Article,"Søreide, Kjetil",https://app.dimensions.ai/details/publication/pub.1107554302,11 Medical and Health Sciences; 1112 Oncology and Carcinogenesis,kjetil soreide,numbers needed to tweet social media and surgery,european journal of surgical oncology,"11 medical and health sciences, 1112 oncology and carcinogenesis"
199,10.1093/annonc/mdy447,A comparison of matched interim analysis publications and final analysis publications in oncology clinical trials.,Annals of Oncology,2018,29,12,Article,"Wayant, C; Vassar, M",https://app.dimensions.ai/details/publication/pub.1107540399,11 Medical and Health Sciences; 1103 Clinical Sciences,"c wayant, m vassar",a comparison of matched interim analysis publications and final analysis publications in oncology clinical trials,annals of oncology,"11 medical and health sciences, 1103 clinical sciences"
200,10.1097/phm.0000000000001066,Measuring the Impact of Research Using Conventional and Alternative Metrics,American Journal of Physical Medicine & Rehabilitation,2019,Publish Ahead of Print,&NA;,Article,"Knowlton, Sasha E.; Paganoni, Sabrina; Niehaus, William; Verduzco-Gutierrez, Monica; Sharma, Raman; Iaccarino, Mary A.; Hayano, Todd; Schneider, Jeffrey C.; Silver, Julie K.",https://app.dimensions.ai/details/publication/pub.1107497477,1117 Public Health and Health Services; 11 Medical and Health Sciences,"sasha e. knowlton, sabrina paganoni, william niehaus, monica verduzco-gutierrez, raman sharma, mary a. iaccarino, todd hayano, jeffrey c. schneider, julie k. silver",measuring the impact of research using conventional and alternative metrics,american journal of physical medicine rehabilitation,"11 medical and health sciences, 1117 public health and health services"
201,10.1017/cem.2018.436,The effect of an infographic promotion on research dissemination and readership: A randomized controlled trial,Canadian Journal of Emergency Medicine,2018,20,6,Article,"Huang, Simon; Martin, Lynsey J.; Yeh, Calvin H.; Chin, Alvin; Murray, Heather; Sanderson, William B.; Mohindra, Rohit; Chan, Teresa M.; Thoma, Brent",https://app.dimensions.ai/details/publication/pub.1107453110,11 Medical and Health Sciences; 1103 Clinical Sciences,"simon huang, lynsey j. martin, calvin h. yeh, alvin chin, heather murray, william b. sanderson, rohit mohindra, teresa m. chan, brent thoma",the effect of an infographic promotion on research dissemination and readership a randomized controlled trial,canadian journal of emergency medicine,"11 medical and health sciences, 1103 clinical sciences"
202,10.1371/journal.pone.0204945,Survey on opinions and usage patterns for the ResearchGate platform,PLoS ONE,2018,13,10,Article,"Meier, Andreas; Tunger, Dirk",https://app.dimensions.ai/details/publication/pub.1107431463,1608 Sociology; 16 Studies in Human Society,"andreas meier, dirk tunger",survey on opinions and usage patterns for the researchgate platform,plos one,"16 studies in human society, 1608 sociology"
203,10.12688/f1000research.16493.1,"The evaluation of scholarship in academic promotion and tenure processes: Past, present, and future",F1000Research,2018,7,0,Article,"Schimanski, Lesley A.; Alperin, Juan Pablo",https://app.dimensions.ai/details/publication/pub.1107427744,1605 Policy and Administration; 16 Studies in Human Society,"lesley a. schimanski, juan pablo alperin",the evaluation of scholarship in academic promotion and tenure processes past present and future,f1000research,"16 studies in human society, 1605 policy and administration"
204,10.1111/jan.13868,"Bibliometric analysis of six nursing journals from the Web of Science, 2012–2017",Journal of Advanced Nursing,2019,75,3,Article,"del Carmen Giménez‐Espert, María; Prado‐Gascó, Vicente Javier",https://app.dimensions.ai/details/publication/pub.1107410357,1110 Nursing; 11 Medical and Health Sciences,"maria del carmen gimenez-espert, vicente javier prado-gasco",bibliometric analysis of six nursing journals from the web of science 20122017,journal of advanced nursing,"11 medical and health sciences, 1110 nursing"
205,10.1056/nejmoa1803527,Acceleration of BMI in Early Childhood and Risk of Sustained Obesity,New England Journal of Medicine,2018,379,14,Article,"Geserick, Mandy; Vogel, Mandy; Gausche, Ruth; Lipek, Tobias; Spielau, Ulrike; Keller, Eberhard; Pfäffle, Roland; Kiess, Wieland; Körner, Antje",https://app.dimensions.ai/details/publication/pub.1107378537,1117 Public Health and Health Services; 11 Medical and Health Sciences; 1114 Paediatrics and Reproductive Medicine,"mandy geserick, mandy vogel, ruth gausche, tobias lipek, ulrike spielau, eberhard keller, roland pfaffle, wieland kiess, antje korner",acceleration of bmi in early childhood and risk of sustained obesity,new england journal of medicine,"11 medical and health sciences, 1114 paediatrics and reproductive medicine, 1117 public health and health services"
206,10.1016/j.acra.2018.09.004,"Adjusted Citation Rate, an Alternative Metric to Measure the Impact of General Radiology Journals",Academic Radiology,2019,26,CMAJ 161 1999,Article,"Stojanovska, Jadranka; Tsodikov, Alex; Brown, Richard K.J.; Dunnick, N. Reed",https://app.dimensions.ai/details/publication/pub.1107342354,11 Medical and Health Sciences; 1103 Clinical Sciences,"jadranka stojanovska, alex tsodikov, richard k.j. brown, n. reed dunnick",adjusted citation rate an alternative metric to measure the impact of general radiology journals,academic radiology,"11 medical and health sciences, 1103 clinical sciences"
207,10.1353/cpr.2018.0034,Defining and Measuring Community Engagement and Community-Engaged Research: Clinical and Translational Science Institutional Practices,Progress in Community Health Partnerships Research Education and Action,2018,12,2,Article,"Eder, Milton; Evans, Eunbyul; Funes, Melanie; Hong, Hui; Reuter, Katja; Ahmed, Syed; Calhoun, Karen; Corbie-Smith, Giselle; Dave, Gaurav; DeFino, Mia; Harwood, Eileen; Kissack, Anne; Kleinman, Lawrence C.; Wallerstein, Nina",https://app.dimensions.ai/details/publication/pub.1107324396,1117 Public Health and Health Services; 11 Medical and Health Sciences,"milton eder, eunbyul evans, melanie funes, hui hong, katja reuter, syed ahmed, karen calhoun, giselle corbie-smith, gaurav dave, mia defino, eileen harwood, anne kissack, lawrence c. kleinman, nina wallerstein",defining and measuring community engagement and community engaged research clinical and translational science institutional practices,progress in community health partnerships research education and action,"11 medical and health sciences, 1117 public health and health services"
208,10.5195/jmla.2018.526,Metrics Toolkit: an online evidence-based resource for navigating the research metrics landscape,Journal of the Medical Library Association,2018,106,4,Article,"Champieux, Robin; Coates, Heather; Konkiel, Stacy; Gutzman, Karen",https://app.dimensions.ai/details/publication/pub.1107323975,08 Information and Computing Sciences; 0806 Information Systems,"robin champieux, heather coates, stacy konkiel, karen gutzman",metrics toolkit an online evidence based resource for navigating the research metrics landscape,journal of the medical library association,"08 information and computing sciences, 0806 information systems"
209,10.5195/jmla.2018.561,Report from the Medical Library Association’s InSight Initiative Summit 1: Engaging Users in a Disruptive Era,Journal of the Medical Library Association,2018,106,4,Article,"Akers, Katherine G",https://app.dimensions.ai/details/publication/pub.1107323969,08 Information and Computing Sciences; 0806 Information Systems,katherine g akers,report from the medical library associations insight initiative summit 1 engaging users in a disruptive era,journal of the medical library association,"08 information and computing sciences, 0806 information systems"
210,10.1016/j.jcrc.2018.09.033,Highly visible sepsis publications from 2012 to 2017: Analysis and comparison of altmetrics and bibliometrics,Journal of Critical Care,2018,48,Am J Respir Crit Care Med 193 3 2016,Article,"Jabaley, Craig S.; Groff, Robert F.; Stentz, Michael J.; Moll, Vanessa; Lynde, Grant C.; Blum, James M.; O'Reilly-Shah, Vikas N.",https://app.dimensions.ai/details/publication/pub.1107318131,1110 Nursing; 11 Medical and Health Sciences; 1103 Clinical Sciences,"craig s. jabaley, robert f. groff, michael j. stentz, vanessa moll, grant c. lynde, james m. blum, vikas n. o'reilly-shah",highly visible sepsis publications from 2012 to 2017 analysis and comparison of altmetrics and bibliometrics,journal of critical care,"11 medical and health sciences, 1103 clinical sciences, 1110 nursing"
211,10.1016/j.urology.2018.08.041,Twitter Mentions and Academic Citations in the Urology Literature,Urology,2019,123,Progres en urologie: journal de l'Association francaise d'urologie et de la Societe francaise d'urologie 25 2015,Article,"Hayon, Solomon; Tripathi, Hemantkumar; Stormont, Ian M.; Dunne, Meagan M.; Naslund, Michael J.; Siddiqui, M. Minhaj",https://app.dimensions.ai/details/publication/pub.1107300145,11 Medical and Health Sciences; 1103 Clinical Sciences,"solomon hayon, hemantkumar tripathi, ian m. stormont, meagan m. dunne, michael j. naslund, m. minhaj siddiqui",twitter mentions and academic citations in the urology literature,urology,"11 medical and health sciences, 1103 clinical sciences"
